,Code,GeoFips,TimePeriod,CL_UNIT,UNIT_MULT,DataValue,City,State_id,Zip,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
7,CAINC1-1,01013,2017,Thousands of dollars,3,"712,049",Butler,AL,36904,32.097363,-88.22646999999999,-6,1,32.097363
17,CAINC1-1,01019,2017,Thousands of dollars,3,"893,500",Cherokee,AL,35616,34.748498,-87.9986,-6,1,34.748498
27,CAINC1-1,01027,2017,Thousands of dollars,3,"433,762",Clay,AL,35048,33.544622,-86.929208,-6,1,33.544622
58,CAINC1-1,01043,2017,Thousands of dollars,3,"3,191,471",Cullman,AL,35055,34.167893,-86.82506,-6,1,34.167893
77,CAINC1-1,01051,2017,Thousands of dollars,3,"3,368,910",Elmore,AL,36025,32.538878000000004,-86.33358,-6,1,32.538878000000004
87,CAINC1-1,01057,2017,Thousands of dollars,3,"556,048",Fayette,AL,35555,33.681768,-87.83026,-6,1,33.681768
97,CAINC1-1,01059,2017,Thousands of dollars,3,"1,042,100",Franklin,AL,36444,31.63857,-87.46772,-6,1,31.63857
107,CAINC1-1,01061,2017,Thousands of dollars,3,"905,832",Geneva,AL,36340,31.043453999999997,-85.87941,-6,1,31.043453999999997
117,CAINC1-1,01069,2017,Thousands of dollars,3,"4,314,958",Houston,AL,35572,34.166779999999996,-87.26526,-6,1,34.166779999999996
127,CAINC1-1,01071,2017,Thousands of dollars,3,"1,864,073",Jackson,AL,36545,31.508231,-87.88346,-6,1,31.508231
137,CAINC1-1,01073,2017,Thousands of dollars,3,"34,907,850",Jefferson,AL,36745,32.414035999999996,-87.898611,-6,1,32.414035999999996
161,CAINC1-1,01089,2017,Thousands of dollars,3,"17,983,414",Madison,AL,35758,34.715065,-86.73964000000001,-6,1,34.715065
177,CAINC1-1,01093,2017,Thousands of dollars,3,"956,008",Marion,AL,36756,32.665966,-87.33889,-6,1,32.665966
481,CAINC1-1,01097,2017,Thousands of dollars,3,"15,481,180",Mobile,AL,36689,30.658865000000002,-88.177975,-6,1,30.658865000000002
855,CAINC1-1,01101,2017,Thousands of dollars,3,"9,711,528",Montgomery,AL,36134,32.233377000000004,-86.208528,-6,1,32.233377000000004
967,CAINC1-1,01111,2017,Thousands of dollars,3,"736,886",Randolph,AL,36792,32.917983,-86.89046,-6,1,32.917983
977,CAINC1-1,01117,2017,Thousands of dollars,3,"11,206,002",Shelby,AL,35143,33.080971000000005,-86.53875,-6,1,33.080971000000005
994,CAINC1-1,01121,2017,Thousands of dollars,3,"2,694,655",Talladega,AL,35161,33.420206,-86.10278199999999,-6,1,33.420206
1070,CAINC1-1,01125,2017,Thousands of dollars,3,"7,852,975",Tuscaloosa,AL,35401,33.193818,-87.56843,-6,1,33.193818
1107,CAINC1-1,04003,2017,Thousands of dollars,3,"4,877,224",Cochise,AZ,85606,32.054694,-109.81342,-7,0,32.054694
1117,CAINC1-1,04013,2017,Thousands of dollars,3,"198,035,349",Maricopa,AZ,85239,32.989261,-112.11505,-7,0,32.989261
1127,CAINC1-1,04017,2017,Thousands of dollars,3,"3,379,788",Navajo,AZ,87328,35.923348,-109.08296000000001,-7,0,35.923348
1137,CAINC1-1,04019,2017,Thousands of dollars,3,"43,359,677",Pima,AZ,85543,32.90375,-109.84995,-7,0,32.90375
1175,CAINC1-1,04027,2017,Thousands of dollars,3,"7,116,699",Yuma,AZ,85367,32.654701,-114.40883999999998,-7,0,32.654701
1211,CAINC1-1,05007,2017,Thousands of dollars,3,"22,441,267",Benton,AR,72018,34.597345000000004,-92.622857,-6,1,34.597345000000004
1227,CAINC1-1,05011,2017,Thousands of dollars,3,"404,535",Bradley,AR,71826,33.102083,-93.67371999999999,-6,1,33.102083
1237,CAINC1-1,05025,2017,Thousands of dollars,3,"312,879",Cleveland,AR,72030,35.423473,-92.67942,-6,1,35.423473
1268,CAINC1-1,05029,2017,Thousands of dollars,3,"767,473",Conway,AR,72035,35.105306,-92.354915,-6,1,35.105306
