,Code,GeoFips,TimePeriod,CL_UNIT,UNIT_MULT,DataValue,City,State_id,Zip,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
1394,CAINC1-1,05127,2014,Thousands of dollars,3,"293,874",Scott,AR,72142,34.689349,-92.07791999999999,-6,1,34.689349
1412,CAINC1-1,05129,2014,Thousands of dollars,3,"211,493",Searcy,AR,72143,35.239022,-91.73776,-6,1,35.239022
1438,CAINC1-1,05141,2014,Thousands of dollars,3,"492,350",Van Buren,AR,72956,35.456536,-94.34581,-6,1,35.456536
1454,CAINC1-1,05143,2014,Thousands of dollars,3,"7,716,901",Washington,AR,71862,33.761309000000004,-93.71273000000001,-6,1,33.761309000000004
1468,CAINC1-1,06001,2014,Thousands of dollars,3,"95,047,167",Alameda,CA,94502,37.734379,-122.23952,-8,1,37.734379
1488,CAINC1-1,06003,2014,Thousands of dollars,3,"73,554",Alpine,CA,91901,32.823102,-116.73863999999999,-8,1,32.823102
1504,CAINC1-1,06011,2014,Thousands of dollars,3,"780,445",Colusa,CA,95932,39.254875,-122.04571999999999,-8,1,39.254875
1514,CAINC1-1,06017,2014,Thousands of dollars,3,"10,471,404",El Dorado,CA,95623,38.639643,-120.84556,-8,1,38.639643
1760,CAINC1-1,06019,2014,Thousands of dollars,3,"36,378,424",Fresno,CA,93702,36.741199,-119.7553,-8,1,36.741199
2124,CAINC1-1,06021,2014,Thousands of dollars,3,"1,070,390",Glenn,CA,95943,39.605289,-122.03231000000001,-8,1,39.605289
2134,CAINC1-1,06025,2014,Thousands of dollars,3,"6,232,834",Imperial,CA,92251,32.853471,-115.58941999999999,-8,1,32.853471
2544,CAINC1-1,06037,2014,Thousands of dollars,3,"524,811,553",Los Angeles,CA,90081,33.786594,-118.29866200000001,-8,1,33.786594
3162,CAINC1-1,06039,2014,Thousands of dollars,3,"5,341,934",Madera,CA,93637,36.914819,-120.15817,-8,1,36.914819
3184,CAINC1-1,06043,2014,Thousands of dollars,3,"748,467",Mariposa,CA,95338,37.505484,-119.92527,-8,1,37.505484
3194,CAINC1-1,06045,2014,Thousands of dollars,3,"3,759,930",Mendocino,CA,95460,39.311858,-123.79166000000001,-8,1,39.311858
3220,CAINC1-1,06047,2014,Thousands of dollars,3,"9,393,654",Merced,CA,95344,37.378234,-120.61780800000001,-8,1,37.378234
3266,CAINC1-1,06053,2014,Thousands of dollars,3,"20,793,265",Monterey,CA,93944,36.606225,-121.908915,-8,1,36.606225
3302,CAINC1-1,06055,2014,Thousands of dollars,3,"8,396,221",Napa,CA,94558,38.337243,-122.30027,-8,1,38.337243
3364,CAINC1-1,06059,2014,Thousands of dollars,3,"178,944,507",Orange,CA,92863,33.640302,-117.769442,-8,1,33.640302
3498,CAINC1-1,06065,2014,Thousands of dollars,3,"80,776,153",Riverside,CA,92516,33.752886,-116.055617,-8,1,33.752886
4020,CAINC1-1,06067,2014,Thousands of dollars,3,"66,721,398",Sacramento,CA,95873,38.377410999999995,-121.444429,-8,1,38.377410999999995
4730,CAINC1-1,06071,2014,Thousands of dollars,3,"72,118,958",San Bernardino,CA,92404,34.148559999999996,-117.26298,-8,1,34.148559999999996
5174,CAINC1-1,06073,2014,Thousands of dollars,3,"169,638,087",San Diego,CA,92164,33.016928,-116.846046,-8,1,33.016928
5944,CAINC1-1,06075,2014,Thousands of dollars,3,"85,104,701",San Francisco,CA,94154,37.784827,-122.727802,-8,1,37.784827
6374,CAINC1-1,06077,2014,Thousands of dollars,3,"26,791,397",San Joaquin,CA,93660,36.600172,-120.15338,-8,1,36.600172
6412,CAINC1-1,06079,2014,Thousands of dollars,3,"13,546,769",San Luis Obispo,CA,93406,35.347065,-120.455345,-8,1,35.347065
6500,CAINC1-1,06081,2014,Thousands of dollars,3,"71,027,331",San Mateo,CA,94402,37.551586,-122.32773,-8,1,37.551586
6628,CAINC1-1,06083,2014,Thousands of dollars,3,"23,608,278",Santa Barbara,CA,93130,34.262834000000005,-119.848555,-8,1,34.262834000000005
6758,CAINC1-1,06085,2014,Thousands of dollars,3,"149,637,020",Santa Clara,CA,95054,37.393240000000006,-121.96066,-8,1,37.393240000000006
6824,CAINC1-1,06087,2014,Thousands of dollars,3,"15,313,560",Santa Cruz,CA,95064,37.000199,-122.06026000000001,-8,1,37.000199
6864,CAINC1-1,06089,2014,Thousands of dollars,3,"7,098,384",Shasta,CA,96087,40.608728,-122.51427,-8,1,40.608728
6874,CAINC1-1,06097,2014,Thousands of dollars,3,"25,701,006",Sonoma,CA,95476,38.277147,-122.47058,-8,1,38.277147
6884,CAINC1-1,06101,2014,Thousands of dollars,3,"3,651,990",Sutter,CA,95982,39.16855,-121.76465,-8,1,39.16855
6894,CAINC1-1,06103,2014,Thousands of dollars,3,"2,220,914",Tehama,CA,96090,40.024337,-122.12378000000001,-8,1,40.024337
6908,CAINC1-1,06107,2014,Thousands of dollars,3,"16,527,115",Tulare,CA,93275,36.26699,-118.776902,-8,1,36.26699
6924,CAINC1-1,06109,2014,Thousands of dollars,3,"2,171,388",Tuolumne,CA,95379,37.957978000000004,-120.2297,-8,1,37.957978000000004
6962,CAINC1-1,06111,2014,Thousands of dollars,3,"44,695,387",Ventura,CA,93002,34.032383,-119.1343,-8,1,34.032383
7014,CAINC1-1,06113,2014,Thousands of dollars,3,"9,990,719",Yolo,CA,95697,38.751038,-121.83215600000001,-8,1,38.751038
7028,CAINC1-1,08003,2014,Thousands of dollars,3,"527,728",Alamosa,CO,81102,37.476026,-105.88177900000001,-7,1,37.476026
7044,CAINC1-1,08005,2014,Thousands of dollars,3,"32,941,719",Arapahoe,CO,80802,38.834807,-102.1746,-7,1,38.834807
7114,CAINC1-1,08013,2014,Thousands of dollars,3,"18,913,629",Boulder,CO,80303,39.989135,-105.22883,-7,1,39.989135
7222,CAINC1-1,08014,2014,Thousands of dollars,3,"3,560,089",Broomfield,CO,80021,39.881608,-105.09953,-7,1,39.881608
7244,CAINC1-1,08021,2014,Thousands of dollars,3,"245,885",Conejos,CO,81129,37.101134,-106.02648,-7,1,37.101134
7258,CAINC1-1,08025,2014,Thousands of dollars,3,"104,548",Crowley,CO,81033,38.193627,-103.85543,-7,1,38.193627
7274,CAINC1-1,08029,2014,Thousands of dollars,3,"995,800",Delta,CO,81416,38.733901,-108.08219,-7,1,38.733901
7580,CAINC1-1,08031,2014,Thousands of dollars,3,"45,241,901",Denver,CO,80223,39.699156,-104.99999,-7,1,39.699156
8034,CAINC1-1,08033,2014,Thousands of dollars,3,"65,769",Dolores,CO,81323,37.515311,-108.45204,-7,1,37.515311
8044,CAINC1-1,08037,2014,Thousands of dollars,3,"3,245,123",Eagle,CO,81631,39.622314,-106.7751,-7,1,39.622314
8054,CAINC1-1,08039,2014,Thousands of dollars,3,"1,175,677",Elbert,CO,80106,39.148692,-104.5635,-7,1,39.148692
8072,CAINC1-1,08051,2014,Thousands of dollars,3,"640,320",Gunnison,CO,81247,38.457513,-107.29208100000001,-7,1,38.457513
8094,CAINC1-1,08059,2014,Thousands of dollars,3,"30,505,047",Jefferson,CO,80456,39.310793,-105.74027,-7,1,39.310793
8104,CAINC1-1,08061,2014,Thousands of dollars,3,"72,899",Kiowa,CO,80117,39.382543,-104.42846999999999,-7,1,39.382543
8114,CAINC1-1,08063,2014,Thousands of dollars,3,"290,930",Kit Carson,CO,80825,38.765737,-102.78889000000001,-7,1,38.765737
8124,CAINC1-1,08071,2014,Thousands of dollars,3,"522,612",Las Animas,CO,81054,38.037434999999995,-103.18630999999999,-7,1,38.037434999999995
8134,CAINC1-1,08077,2014,Thousands of dollars,3,"5,888,618",Mesa,CO,81643,39.102266,-108.16033,-7,1,39.102266
8144,CAINC1-1,08081,2014,Thousands of dollars,3,"520,139",Moffat,CO,81143,38.142453,-105.91578999999999,-7,1,38.142453
8158,CAINC1-1,08085,2014,Thousands of dollars,3,"1,384,993",Montrose,CO,81402,38.485093,-107.885975,-7,1,38.485093
8174,CAINC1-1,08091,2014,Thousands of dollars,3,"236,372",Ouray,CO,81427,38.016388,-107.67438,-7,1,38.016388
8184,CAINC1-1,08097,2014,Thousands of dollars,3,"2,243,529",Pitkin,CO,81241,38.607617,-106.52037,-7,1,38.607617
8250,CAINC1-1,08101,2014,Thousands of dollars,3,"5,481,218",Pueblo,CO,81003,38.281052,-104.62567,-7,1,38.281052
8344,CAINC1-1,08109,2014,Thousands of dollars,3,"188,225",Saguache,CO,81149,38.120209,-106.22626000000001,-7,1,38.120209
8354,CAINC1-1,08115,2014,Thousands of dollars,3,"121,787",Sedgwick,CO,80749,40.86845,-102.54595,-7,1,40.86845
8364,CAINC1-1,08125,2014,Thousands of dollars,3,"500,389",Yuma,CO,80759,40.169249,-102.69005,-7,1,40.169249
8390,CAINC1-1,09001,2014,Thousands of dollars,3,"96,903,612",Fairfield,CT,6430,41.163445,-73.2629,-5,1,41.163445
8564,CAINC1-1,09003,2014,Thousands of dollars,3,"51,666,211",Hartford,CT,6167,41.791776,-72.71883199999999,-5,1,41.791776
8784,CAINC1-1,09005,2014,Thousands of dollars,3,"10,539,404",Litchfield,CT,6759,41.754255,-73.21268,-5,1,41.754255
8894,CAINC1-1,09009,2014,Thousands of dollars,3,"43,401,306",New Haven,CT,6530,41.365709,-72.92750699999999,-5,1,41.365709
9054,CAINC1-1,09011,2014,Thousands of dollars,3,"13,906,974",New London,CT,6320,41.352498,-72.10338,-5,1,41.352498
9064,CAINC1-1,09013,2014,Thousands of dollars,3,"7,734,066",Tolland,CT,6084,41.87688,-72.36806,-5,1,41.87688
9074,CAINC1-1,09015,2014,Thousands of dollars,3,"4,827,082",Windham,CT,6280,41.697765000000004,-72.14671,-5,1,41.697765000000004
9088,CAINC1-1,10003,2014,Thousands of dollars,3,"27,147,474",New Castle,DE,19721,39.564499,-75.597047,-5,1,39.564499
9108,CAINC1-1,12001,2014,Thousands of dollars,3,"9,875,218",Alachua,FL,32615,29.801949,-82.48872,-5,1,29.801949
9124,CAINC1-1,12003,2014,Thousands of dollars,3,"746,876",Baker,FL,32531,30.8752,-86.68607,-6,1,30.8752
9134,CAINC1-1,12053,2014,Thousands of dollars,3,"5,717,349",Hernando,FL,34442,28.932925,-82.39477,-5,1,28.932925
9144,CAINC1-1,12071,2014,Thousands of dollars,3,"30,159,057",Lee,FL,32059,30.421598,-83.27037,-5,1,30.421598
9158,CAINC1-1,12079,2014,Thousands of dollars,3,"537,450",Madison,FL,32340,30.476181,-83.40303,-5,1,30.476181
9186,CAINC1-1,12093,2014,Thousands of dollars,3,"1,139,785",Okeechobee,FL,34924,27.227002000000002,-80.829442,-5,1,27.227002000000002
9214,CAINC1-1,12099,2014,Thousands of dollars,3,"92,592,527",Palm Beach,FL,33480,26.715066999999998,-80.03936999999999,-5,1,26.715066999999998
9288,CAINC1-1,12115,2014,Thousands of dollars,3,"21,794,914",Sarasota,FL,34237,27.336972999999997,-82.51505999999999,-5,1,27.336972999999997
9402,CAINC1-1,12117,2014,Thousands of dollars,3,"18,244,439",Seminole,FL,33775,27.891809000000002,-82.724763,-5,1,27.891809000000002
9424,CAINC1-1,12121,2014,Thousands of dollars,3,"1,313,337",Suwannee,FL,32692,29.330426,-83.14401,-5,1,29.330426
9434,CAINC1-1,13001,2014,Thousands of dollars,3,"546,011",Appling,GA,30802,33.620669,-82.30514000000001,-5,1,33.620669
9444,CAINC1-1,13009,2014,Thousands of dollars,3,"1,340,387",Baldwin,GA,30511,34.469971,-83.50035,-5,1,34.469971
9454,CAINC1-1,13015,2014,Thousands of dollars,3,"3,354,053",Bartow,GA,30413,32.884137,-82.50969,-5,1,32.884137
9468,CAINC1-1,13027,2014,Thousands of dollars,3,"484,708",Brooks,GA,30205,33.275707000000004,-84.46706,-5,1,33.275707000000004
9488,CAINC1-1,13037,2014,Thousands of dollars,3,"140,380",Calhoun,GA,30701,34.4966,-84.93798000000001,-5,1,34.4966
9504,CAINC1-1,13063,2014,Thousands of dollars,3,"6,813,575",Clayton,GA,30525,34.882362,-83.4156,-5,1,34.882362
9514,CAINC1-1,13067,2014,Thousands of dollars,3,"35,111,564",Cobb,GA,31735,31.959366999999997,-83.96028000000001,-5,1,31.959366999999997
9524,CAINC1-1,13071,2014,Thousands of dollars,3,"1,250,435",Colquitt,GA,31737,31.152253,-84.69653000000001,-5,1,31.152253
9534,CAINC1-1,13079,2014,Thousands of dollars,3,"367,036",Crawford,GA,30630,33.892957,-83.15548000000001,-5,1,33.892957
9544,CAINC1-1,13085,2014,Thousands of dollars,3,"858,296",Dawson,GA,31742,31.756995,-84.43356999999999,-5,1,31.756995
9582,CAINC1-1,13087,2014,Thousands of dollars,3,"840,864",Decatur,GA,30036,33.891251000000004,-84.07455999999999,-5,1,33.891251000000004
9642,CAINC1-1,13097,2014,Thousands of dollars,3,"4,328,586",Douglas,GA,31535,31.464972999999997,-82.86325,-5,1,31.464972999999997
9664,CAINC1-1,13109,2014,Thousands of dollars,3,"334,114",Evans,GA,30809,33.551145,-82.13949000000001,-5,1,33.551145
9674,CAINC1-1,13117,2014,Thousands of dollars,3,"11,077,491",Forsyth,GA,31029,33.0409,-83.92941,-5,1,33.0409
9684,CAINC1-1,13119,2014,Thousands of dollars,3,"715,490",Franklin,GA,30217,33.298014,-85.12243000000001,-5,1,33.298014
9694,CAINC1-1,13129,2014,Thousands of dollars,3,"1,736,079",Gordon,GA,31031,32.891498999999996,-83.32748000000001,-5,1,32.891498999999996
9704,CAINC1-1,13143,2014,Thousands of dollars,3,"900,733",Haralson,GA,30229,33.232155999999996,-84.56854,-5,1,33.232155999999996
9718,CAINC1-1,13157,2014,Thousands of dollars,3,"2,144,854",Jackson,GA,30283,33.295159000000005,-83.965099,-5,1,33.295159000000005
9734,CAINC1-1,13159,2014,Thousands of dollars,3,"438,183",Jasper,GA,30143,34.454934,-84.41583,-5,1,34.454934
9744,CAINC1-1,13163,2014,Thousands of dollars,3,"466,064",Jefferson,GA,30549,34.112581,-83.58251,-5,1,34.112581
9754,CAINC1-1,13187,2014,Thousands of dollars,3,"991,277",Lumpkin,GA,31815,32.030297,-84.81218,-5,1,32.030297
9852,CAINC1-1,13193,2014,Thousands of dollars,3,"395,581",Macon,GA,31212,32.806707,-83.691315,-5,1,32.806707
9994,CAINC1-1,13195,2014,Thousands of dollars,3,"908,003",Madison,GA,30650,33.588436,-83.47936,-5,1,33.588436
10004,CAINC1-1,13205,2014,Thousands of dollars,3,"686,547",Mitchell,GA,30820,33.224199,-82.713,-5,1,33.224199
10018,CAINC1-1,13207,2014,Thousands of dollars,3,"1,043,347",Monroe,GA,30655,33.786041,-83.69901,-5,1,33.786041
10034,CAINC1-1,13211,2014,Thousands of dollars,3,"734,455",Morgan,GA,31766,31.575228000000003,-84.59849,-5,1,31.575228000000003
10044,CAINC1-1,13217,2014,Thousands of dollars,3,"3,062,592",Newton,GA,31770,31.33349,-84.36269,-5,1,31.33349
10054,CAINC1-1,13219,2014,Thousands of dollars,3,"1,926,911",Oconee,GA,31067,32.860031,-82.95019,-5,1,32.860031
10064,CAINC1-1,13221,2014,Thousands of dollars,3,"496,362",Oglethorpe,GA,31068,32.329164,-84.07988,-5,1,32.329164
10074,CAINC1-1,13235,2014,Thousands of dollars,3,"300,422",Pulaski,GA,30451,32.414349,-82.086658,-5,1,32.414349
10084,CAINC1-1,13239,2014,Thousands of dollars,3,"59,770",Quitman,GA,31643,30.783639,-83.55343,-5,1,30.783639
10094,CAINC1-1,13251,2014,Thousands of dollars,3,"404,780",Screven,GA,31560,31.515981,-82.04908,-5,1,31.515981
10104,CAINC1-1,13257,2014,Thousands of dollars,3,"898,922",Stephens,GA,30667,33.784316,-83.16666,-5,1,33.784316
10114,CAINC1-1,13303,2014,Thousands of dollars,3,"650,048",Washington,GA,30673,33.728753999999995,-82.72612,-5,1,33.728753999999995
10124,CAINC1-1,13311,2014,Thousands of dollars,3,"853,519",White,GA,30184,34.236128,-84.72539,-5,1,34.236128
10310,CAINC1-1,15003,2014,Thousands of dollars,3,"50,354,664",Honolulu,HI,96802,24.859832,-168.021815,-10,0,24.859832
10728,CAINC1-1,16015,2014,Thousands of dollars,3,"245,315",Boise,ID,83735,43.459855,-116.24398400000001,-7,1,43.459855
10954,CAINC1-1,16041,2014,Thousands of dollars,3,"412,747",Franklin,ID,83237,42.021688,-111.79977,-7,1,42.021688
10964,CAINC1-1,16047,2014,Thousands of dollars,3,"866,598",Gooding,ID,83330,42.944346,-114.70605,-7,1,42.944346
10974,CAINC1-1,16053,2014,Thousands of dollars,3,"849,567",Jerome,ID,83338,42.710124,-114.46394,-7,1,42.710124
10984,CAINC1-1,16055,2014,Thousands of dollars,3,"5,627,290",Kootenai,ID,83840,48.314378000000005,-116.515276,-8,1,48.314378000000005
10994,CAINC1-1,16059,2014,Thousands of dollars,3,"287,795",Lemhi,ID,83465,44.817505,-113.67277,-7,1,44.817505
11004,CAINC1-1,16067,2014,Thousands of dollars,3,"717,316",Minidoka,ID,83343,42.772954999999996,-113.50976200000001,-7,1,42.772954999999996
11014,CAINC1-1,16075,2014,Thousands of dollars,3,"805,017",Payette,ID,83661,44.079947,-116.89433000000001,-7,1,44.079947
11024,CAINC1-1,16079,2014,Thousands of dollars,3,"419,494",Shoshone,ID,83352,43.036666,-114.40997,-7,1,43.036666
11034,CAINC1-1,16081,2014,Thousands of dollars,3,"323,933",Teton,ID,83451,43.890719,-111.64522,-7,1,43.890719
11048,CAINC1-1,16083,2014,Thousands of dollars,3,"2,887,903",Twin Falls,ID,83303,42.456272999999996,-114.51953600000002,-7,1,42.456272999999996
11064,CAINC1-1,17003,2014,Thousands of dollars,3,"212,828",Alexander,IL,62601,39.754308,-90.02786,-6,1,39.754308
11074,CAINC1-1,17011,2014,Thousands of dollars,3,"1,340,902",Bureau,IL,61315,41.289819,-89.37069,-6,1,41.289819
11084,CAINC1-1,17013,2014,Thousands of dollars,3,"177,926",Calhoun,IL,62419,38.625864,-87.99407,-6,1,38.625864
11114,CAINC1-1,17019,2014,Thousands of dollars,3,"8,909,936",Champaign,IL,61825,40.139946,-88.196102,-6,1,40.139946
11154,CAINC1-1,17027,2014,Thousands of dollars,3,"1,531,548",Clinton,IL,61727,40.145501,-88.96776,-6,1,40.145501
11164,CAINC1-1,17047,2014,Thousands of dollars,3,"240,417",Edwards,IL,61528,40.776845,-89.7401,-6,1,40.776845
11174,CAINC1-1,17049,2014,Thousands of dollars,3,"1,470,244",Effingham,IL,62401,39.123807,-88.56,-6,1,39.123807
11184,CAINC1-1,17055,2014,Thousands of dollars,3,"1,341,543",Franklin,IL,62638,39.609646999999995,-90.08116,-6,1,39.609646999999995
11194,CAINC1-1,17057,2014,Thousands of dollars,3,"1,233,646",Fulton,IL,61252,41.863049,-90.14524,-6,1,41.863049
11204,CAINC1-1,17065,2014,Thousands of dollars,3,"308,991",Hamilton,IL,62341,40.402015000000006,-91.33182,-6,1,40.402015000000006
11214,CAINC1-1,17069,2014,Thousands of dollars,3,"142,969",Hardin,IL,62047,39.128014,-90.6159,-6,1,39.128014
11224,CAINC1-1,17071,2014,Thousands of dollars,3,"286,279",Henderson,IL,61439,41.02572,-90.35566,-6,1,41.02572
11234,CAINC1-1,17073,2014,Thousands of dollars,3,"2,143,186",Henry,IL,61537,41.113828999999996,-89.38486,-6,1,41.113828999999996
11244,CAINC1-1,17075,2014,Thousands of dollars,3,"1,169,461",Iroquois,IL,60945,40.827011,-87.58355999999999,-6,1,40.827011
11254,CAINC1-1,17089,2014,Thousands of dollars,3,"23,370,755",Kane,IL,62054,39.192501,-90.34541,-6,1,39.192501
11268,CAINC1-1,17091,2014,Thousands of dollars,3,"4,050,847",Kankakee,IL,60902,41.146464,-87.888971,-6,1,41.146464
11288,CAINC1-1,17103,2014,Thousands of dollars,3,"1,373,218",Lee,IL,60530,41.792378,-88.9516,-6,1,41.792378
11304,CAINC1-1,17105,2014,Thousands of dollars,3,"1,499,929",Livingston,IL,62058,38.967324,-89.76133,-6,1,38.967324
11314,CAINC1-1,17107,2014,Thousands of dollars,3,"1,013,383",Logan,IL,62856,37.994296000000006,-88.941665,-6,1,37.994296000000006
11324,CAINC1-1,17111,2014,Thousands of dollars,3,"14,772,708",McHenry,IL,60054,42.35344,-88.260692,-6,1,42.35344
11334,CAINC1-1,17113,2014,Thousands of dollars,3,"7,609,034",McLean,IL,61754,40.321811,-89.15864,-6,1,40.321811
11344,CAINC1-1,17115,2014,Thousands of dollars,3,"4,844,861",Macon,IL,62544,39.693983,-88.98068,-6,1,39.693983
11354,CAINC1-1,17119,2014,Thousands of dollars,3,"10,893,162",Madison,IL,62060,38.6807,-90.15411,-6,1,38.6807
11364,CAINC1-1,17121,2014,Thousands of dollars,3,"1,433,267",Marion,IL,62959,37.724503999999996,-88.92968,-6,1,37.724503999999996
11374,CAINC1-1,17123,2014,Thousands of dollars,3,"507,361",Marshall,IL,62441,39.396463,-87.69589,-6,1,39.396463
11384,CAINC1-1,17125,2014,Thousands of dollars,3,"549,494",Mason,IL,62443,38.95232,-88.62883000000001,-6,1,38.95232
11394,CAINC1-1,17129,2014,Thousands of dollars,3,"511,482",Menard,IL,62259,38.013132,-89.899569,-6,1,38.013132
11404,CAINC1-1,17135,2014,Thousands of dollars,3,"947,398",Montgomery,IL,60538,41.721886,-88.32972,-6,1,41.721886
11550,CAINC1-1,17143,2014,Thousands of dollars,3,"8,695,382",Peoria,IL,61636,40.699937,-89.595147,-6,1,40.699937
11764,CAINC1-1,17145,2014,Thousands of dollars,3,"722,048",Perry,IL,62362,39.781349,-90.74616999999999,-6,1,39.781349
11774,CAINC1-1,17153,2014,Thousands of dollars,3,"183,560",Pulaski,IL,62976,37.214012,-89.21039,-6,1,37.214012
11784,CAINC1-1,17155,2014,Thousands of dollars,3,"309,409",Putnam,IL,61560,41.198060999999996,-89.43131,-6,1,41.198060999999996
11794,CAINC1-1,17159,2014,Thousands of dollars,3,"610,028",Richland,IL,61576,40.928331,-89.348163,-6,1,40.928331
11820,CAINC1-1,17161,2014,Thousands of dollars,3,"5,865,728",Rock Island,IL,61204,41.554901,-90.615975,-6,1,41.554901
11854,CAINC1-1,17181,2014,Thousands of dollars,3,"647,221",Union,IL,60180,42.229437,-88.52606,-6,1,42.229437
